Ballot Order,Candidate Name,Candidate ID,Votes,Percentage of Votes
305,Ustad Sayed Abdul Rahman Tabish,01-38-0020,183,0.05%
306,Mohammad Hakim Haidar,01-39-0060,137,0.04%
307,Gul Jan Kargar,01-37-0021,144,0.04%
308,Mawlawi Mohammad Ismael Khan,01-40-0035,170,0.04%
309,Nasir Ahmad Bakhshi,01-35-0053,56,0.01%
310,Mohammad Arif Mashhoor ba Mirza,01-36-0010,283,0.07%
311,Mohmmad Zarif Nasery Mashhoor ba Mama,01-36-0026,809,0.21%
312,Abdul Hakim Ahmadi,01-37-0028,232,0.06%
313,Doctor Mohammad Aziz Marzi,01-40-0083,112,0.03%
314,Mohammad Asghar Akbary Popal,01-41-0019,205,0.05%
315,Baryalay Nasrati,01-35-0057,135,0.04%
316,Doctor Mohammad Hashem Wahaj,01-38-0032,1333,0.35%
317,Wakil Haji Nazar Mohammad Asad,01-35-0004,450,0.12%
318,Doctor Hazrat Mir Tootakhail,01-38-0007,927,0.24%
319,Mohammad Khan Daneshju Nejrabi,01-35-0013,1120,0.29%
320,Al-haj Sardar Ebadi,01-37-0043,259,0.07%
321,Wakil Mohammad Hadi Hani,01-38-0023,132,0.03%
322,Pohanyar Doctor Farida Momand,01-39-0056,291,0.08%
323,Sayed Abdul Qadir Bahrami,01-40-0004,760,0.20%
324,Ustad Abdrab Alrasoul Sayaf,01-39-0030,9806,2.58%
325,Malim Abdul Qudoos,01-40-0043,204,0.05%
326,Haji Mohammad Younus,01-39-0005,244,0.06%
327,Sabrina Saqeb,01-41-0073,1785,0.47%
328,Sayed Ewaz Hashemi,01-42-0053,59,0.02%
329,Doctor Habib,01-41-0021,531,0.14%
330,Doctor Qasimi,01-40-0033,130,0.03%
331,Mohammad Anwar Qarabaghi,01-42-0040,183,0.05%
332,Doctor Abdul Rauf Hewadyar Ahmadzai,01-42-0012,71,0.02%
333,Khan Ali Fazal Yar,01-36-0040,285,0.07%
334,Doctor Naematullah,01-40-0028,3165,0.83%
335,Mir Hussain Sadiqi Parwani,01-37-0035,1041,0.27%
336,Ghaws Zalmai,01-39-0045,958,0.25%
337,Mohammad Naeem Qazawi,01-35-0045,575,0.15%
338,Noorullah,01-41-0020,509,0.13%
339,Ali Muhaqeq Nasab,01-42-0039,125,0.03%
340,Fauzia Naseryaar Haidari,01-38-0025,1664,0.44%
341,Fazal Rabi Haqbin,01-39-0051,307,0.08%
342,Mir Hasan Sadaat,01-42-0018,490,0.13%
343,Ustad Sayed Gulab Wadan Kutwal,01-40-0002,475,0.12%
344,Malek Raza Khan Ibrahimkhail,01-42-0021,117,0.03%
345,Shah Mohammad Zakeri,01-42-0046,663,0.17%
346,Mohammad Saalem Ahmadi,01-36-0066,256,0.07%
347,Sayed Hussain Tawkali,01-42-0033,258,0.07%
348,Abdul Qahar Shams,01-40-0064,118,0.03%
349,Abdul Hadi Rahnamoon,01-38-0040,170,0.04%
350,Wakil Naqeebullah Dilju,01-37-0025,356,0.09%
351,Mohammad Haidar Tayeb,01-38-0033,658,0.17%
352,Mir Abdul Qadeer Sadaat Zewari,01-35-0076,174,0.05%
353,Noorul Rahman Dahzad,01-41-0029,311,0.08%
354,Professor Gul Rahman Qazi,01-35-0032,569,0.15%
355,Adellah Bahram,01-39-0001,328,0.09%
356,Doctor Kabir Ranjbar,01-41-0004,3333,0.88%
357,Woloswal Abdul Basir,01-39-0017,382,0.10%
358,Nasima Ahmadyar,01-38-0071,441,0.12%
359,Haji Mohammad Mohaqeq,01-40-0022,52686,13.84%
360,Al-haj Mira Jan Afghanyar,01-37-0061,830,0.22%
361,Haji Mohammad Baqir Shaikhzada,01-41-0010,3200,0.84%
362,Jafar Rasooli,01-40-0041,230,0.06%
363,Kamaluddeen Khalid,01-40-0059,172,0.05%
364,Abdul Hafiz Mansoor,01-35-0040,1898,0.50%
365,Faqir Shah Mehran,01-39-0043,492,0.13%
366,Haji Najibullah Amiri,01-37-0011,300,0.08%
367,Abdul Samad Roshan,01-37-0058,119,0.03%
368,Zalgai,01-41-0014,315,0.08%
369,Zarghoun Pashtoon,01-35-0020,417,0.11%
370,Hamayoon Aalamyan,01-41-0031,286,0.08%
371,Pohanmal Faizullah Jalal,01-37-0069,374,0.10%
372,Ahmad Shaheen,01-42-0049,91,0.02%
373,Amir Masroor Kakar,01-35-0033,1059,0.28%
374,Al-haj Mohammad Sediq Chakari,01-40-0007,1548,0.41%
375,Al-haj Mohammad Ewaz Fidayeee,01-38-0008,198,0.05%
376,Shukria Barakzai,01-39-0004,2201,0.58%
377,Mir Mohammad Ibrahim Wahabzada,01-40-0078,195,0.05%
378,Ustad Shair Ahmad,01-42-0042,204,0.05%
379,Haji Sayed Ahmad Hussain Shamshiri,01-37-0049,410,0.11%
380,Shah Mahmood Kharutai,01-35-0005,391,0.10%
381,Raees Habibullah,01-42-0062,372,0.10%
382,Noor Ali,01-40-0025,323,0.08%
383,Mohammad Younus Qanuni,01-39-0050,31225,8.20%
384,Aziz Ahmad Assef,01-36-0057,494,0.13%
385,Dost Mohammad,01-42-0019,1374,0.36%
386,Ghulam Dawood Shayeq,01-38-0028,364,0.10%
387,Engineer Fazl Ulhaq,01-37-0008,406,0.11%
388,Sayed Hussain Ishraq Hussaini,01-40-0042,524,0.14%
389,Ustad Mohammad Sarwar Sarabi,01-36-0051,198,0.05%
390,Suraya Ebadi,01-41-0068,601,0.16%
