Ballot Order,Candidate Name,Candidate ID,Votes,Percentage of Votes
15,Mohammad Hasan Akhgar,16-06-0122,705,0.36%
23,Mohammad Tahir Gardoon,16-06-0079,678,0.34%
9,Rahilla Nekpai,16-05-0027,658,0.33%
30,Abdul Karim Amarkhel,16-06-0017,627,0.32%
102,Engineer Zulmai Zahir,16-05-0014,598,0.30%
19,Mahmooda Sakhi,16-06-0003,588,0.30%
77,Abdul Majeed Tatari,16-05-0028,565,0.29%
7,Sayyad Mahmood Sadaat,16-06-0010,558,0.28%
8,Abdul Jalil Salik,16-06-0136,535,0.27%
32,Haji Ahmad Shah,16-05-0034,528,0.27%
62,Ustad Khurad,16-06-0022,526,0.27%
28,Zohra Chopan,16-06-0016,509,0.26%
94,Mohammad Arif Zafarbik,16-05-0064,504,0.26%
56,Arbab Abdul Wakil Nahrinchi,16-06-0108,492,0.25%
85,Jangi Shah,16-06-0013,489,0.25%
39,Amanulla Khanjar,16-05-0040,438,0.22%
44,Mohammad Hashim Sabiti,16-05-0035,411,0.21%
1,Al-Haj Mohammad Omar Tasmim,16-06-0105,398,0.20%
81,Abdul Hai Sajani,16-06-0129,384,0.20%
63,Doctor Obaidullah Obaidi,16-06-0131,374,0.19%
67,Izaami Sayeed Omar,16-06-0141,373,0.19%
70,Jan Aqa Karim,16-05-0015,367,0.19%
105,Abdul Wahid,16-06-0044,362,0.18%
10,Mullah Mohammad Haidar Haqbeen,16-06-0115,320,0.16%
107,Haji Mohammad Naeem Rasooli,16-06-0041,308,0.16%
31,Mohammad Mokhtar Akbari,16-06-0110,282,0.14%
52,Momin Bashardost,16-05-0038,267,0.14%
97,Malim Mustafa,16-06-0024,266,0.14%
109,Fazal Rahim Rahmati,16-06-0037,240,0.12%
6,Abdul Wakil,16-05-0048,221,0.11%
42,Dagarwall Mtaqayed Hasamul Haq,16-06-0071,191,0.10%
18,Ali Madad,16-06-0050,156,0.08%
50,Noor Mohammad,16-06-0019,155,0.08%
69,Mohammad Zahir,16-06-0020,150,0.08%
34,Sayyad Rahim,16-05-0065,132,0.07%
26,Mahfoz Saeedi,16-06-0159,113,0.06%
59,Engineer Faramorz,16-06-0063,101,0.05%
