Ballot Order,Candidate Name,Candidate ID,Votes,Percentage of Votes
139,Sar Malim Shamsudin Dawrani,10-63-0088,745,0.20%
57,Nanai,10-63-0035,744,0.20%
176,Hazrat Nabi,10-63-0126,739,0.20%
58,Abdul Jabar Khan,10-62-0046,724,0.20%
123,Mohammad Alyas,10-66-0025,693,0.19%
40,Gul Ghoti Shinwari,10-65-0007,681,0.19%
65,Abdul Satar Khan Shairzad,10-61-0037,672,0.18%
88,Najibullah,10-62-0054,641,0.17%
128,Rahman,10-61-0058,632,0.17%
136,Mohammad Dilawar,10-63-0080,630,0.17%
19,Faqir Mohammad Rohani,10-61-0052,590,0.16%
47,Sar Malim Mohammad Sadiq Sabir,10-63-0056,584,0.16%
135,Esmatullah,10-63-0032,572,0.16%
106,Khan Gulab,10-66-0013,544,0.15%
138,Haji Khyal Mohammad,10-62-0015,519,0.14%
73,Shahida Barmal,10-63-0040,508,0.14%
145,Sharafudin Shinwari,10-63-0096,508,0.14%
151,Haji Ghulm Sakhi Khan Alaqadar,10-65-0041,489,0.13%
133,Asef Khan Stanakzai,10-66-0007,486,0.13%
66,Doctor Obaidullah Burhani,10-61-0051,471,0.13%
85,Mohammad Faroq Nadeem,10-63-0005,422,0.12%
174,Abdul Wahab Shairzad,10-65-0016,422,0.12%
108,Engineer Roohullah Aman,10-65-0032,411,0.11%
112,General Mohammad Naeem,10-66-0065,409,0.11%
8,Al-haj Qazi Fazal Rabani Momand,10-63-0060,404,0.11%
53,Saadullah Jabarkhail,10-65-0020,394,0.11%
92,Doctor Mohammad Zahid,10-62-0012,367,0.10%
100,Abdul Ghafoor,10-63-0015,366,0.10%
134,Hamayoon,10-65-0069,365,0.10%
55,Mohammad Sidiq,10-61-0013,361,0.10%
121,Mawlawi Mohammad Ilyas,10-63-0135,358,0.10%
163,Haji Abdul Wafi,10-61-0085,356,0.10%
84,Noor Agha,10-61-0029,343,0.09%
172,Malak Ghulam Nabi,10-61-0016,338,0.09%
156,Niaz Mohammad Shahid,10-63-0054,315,0.09%
144,Shan Bacha Shinwari,10-65-0031,307,0.08%
111,Arifullah Alkozai,10-61-0093,301,0.08%
69,Torpakai Nawabi,10-63-0020,269,0.07%
99,Qudratullah Mahmood,10-62-0067,269,0.07%
38,Agha Jan,10-63-0123,242,0.07%
70,Haji Faizullah Omar,10-61-0076,198,0.05%
37,Haji Shafiullah Arab,10-66-0078,183,0.05%
170,Al-haj Doctor Rayeesullah Jalal,10-61-0094,159,0.04%
131,Khwaja Abdul Malik Sidiqi,10-66-0087,153,0.04%
113,Jamal Kotwal,10-66-0031,151,0.04%
86,Mawlawi Abdul Ghafar Jarih Safai,10-61-0030,150,0.04%
95,Engineer Zalmai,10-65-0060,150,0.04%
127,Allah Nazar Khan,10-62-0026,149,0.04%
148,Haji Rabani,10-63-0016,136,0.04%
110,Doctor Asil Ahmad (Ahmad Khogyani),10-62-0055,129,0.04%
129,Faqir Mohammad Khan Bahr Abadi,10-63-0099,129,0.04%
126,Meya Mohammad Shah,10-66-0058,116,0.03%
167,General Abdul Samad Momand,10-63-0112,92,0.03%
72,Doctor Azizullah Salek,10-63-0127,87,0.02%
152,Haji Shapoor Kotawal,10-66-0040,78,0.02%
175,Haji Ishaq Khedmat,10-62-0039,49,0.01%
